Car_id,Date,Gender,Dealer_Name,Company,Model,Transmission,Color,Price ($),Body Style,Dealer_Region
C_CND_008969,11/30/2022,Male,Star Enterprises Inc,Acura,TL,Auto,Black,28501,Hatchback,Pasco
C_CND_008970,11/30/2022,Male,Suburban Ford,Mercury,Grand Marquis,Manual,Pale White,16001,SUV,Janesville
C_CND_008971,11/30/2022,Male,Clay Johnson Auto Sales,Saturn,SC,Manual,Red,61000,Hardtop,Austin
C_CND_008972,11/30/2022,Female,U-Haul CO,Dodge,Intrepid,Manual,Black,11001,Sedan,Austin
C_CND_008973,11/30/2022,Male,Buddy Storbeck's Diesel Service Inc,Nissan,Maxima,Manual,Pale White,22001,Sedan,Middletown
C_CND_008974,11/30/2022,Male,C & M Motors Inc,Dodge,Avenger,Auto,Red,22001,Passenger,Aurora
C_CND_008975,11/30/2022,Male,Capitol KIA,Chevrolet,Corvette,Manual,Pale White,22001,SUV,Greenville
C_CND_008976,11/30/2022,Male,Star Enterprises Inc,Nissan,Pathfinder,Auto,Red,21001,Hardtop,Pasco
C_CND_008977,11/30/2022,Male,Suburban Ford,Mercedes-B,M-Class,Manual,Red,25001,Hardtop,Janesville
C_CND_008978,11/30/2022,Female,Ryder Truck Rental and Leasing,Ford,Windstar,Auto,Red,31000,Sedan,Middletown
C_CND_008979,11/30/2022,Male,Saab-Belle Dodge,Dodge,Avenger,Auto,Black,16000,Passenger,Aurora
C_CND_008980,11/30/2022,Male,Scrivener Performance Engineering,Saturn,LS,Manual,Pale White,14001,Sedan,Greenville
C_CND_008981,11/30/2022,Male,Star Enterprises Inc,Dodge,Durango,Auto,Black,24001,SUV,Pasco
C_CND_008982,11/30/2022,Male,Tri-State Mack Inc,Chrysler,Concorde,Auto,Pale White,42001,Hardtop,Austin
C_CND_008983,11/30/2022,Male,Tri-State Mack Inc,Acura,TL,Manual,Pale White,14001,Hatchback,Scottsdale
C_CND_008984,11/30/2022,Male,Progressive Shippers Cooperative Association No,Mitsubishi,Montero Sport,Manual,Black,42000,Hardtop,Janesville
C_CND_008985,11/30/2022,Male,Buddy Storbeck's Diesel Service Inc,Acura,Integra,Auto,Black,45001,Passenger,Middletown
C_CND_008986,11/30/2022,Male,C & M Motors Inc,Ford,Mustang,Manual,Red,25001,Hatchback,Aurora
C_CND_008987,11/30/2022,Female,Race Car Help,Mitsubishi,Montero Sport,Manual,Red,29000,Hardtop,Austin
C_CND_008988,11/30/2022,Male,Chrysler of Tri-Cities,Mercedes-B,C-Class,Auto,Black,14000,Hatchback,Pasco
C_CND_008989,11/30/2022,Female,Chrysler Plymouth,Cadillac,Eldorado,Auto,Black,60500,Passenger,Janesville
C_CND_008990,11/30/2022,Female,Classic Chevy,Porsche,Boxter,Manual,Pale White,14000,SUV,Scottsdale
C_CND_008991,11/30/2022,Male,Scrivener Performance Engineering,Audi,A6,Auto,Pale White,42000,SUV,Greenville
C_CND_008992,11/30/2022,Male,Star Enterprises Inc,Dodge,Avenger,Auto,Red,39000,Passenger,Pasco
C_CND_008993,11/30/2022,Male,Suburban Ford,Pontiac,Grand Am,Auto,Pale White,26000,SUV,Janesville
C_CND_008994,11/30/2022,Female,Saab-Belle Dodge,Mercedes-B,M-Class,Auto,Black,18500,Hardtop,Aurora
C_CND_008995,11/30/2022,Female,U-Haul CO,Nissan,Xterra,Auto,Black,26000,Passenger,Austin
C_CND_008996,11/30/2022,Male,Buddy Storbeck's Diesel Service Inc,Acura,TL,Auto,Black,23000,Hatchback,Middletown
C_CND_008997,11/30/2022,Male,C & M Motors Inc,Lexus,LS400,Manual,Red,13000,Sedan,Aurora
C_CND_008998,11/30/2022,Female,Capitol KIA,Mitsubishi,3000GT,Auto,Red,19000,Sedan,Greenville
C_CND_008999,11/30/2022,Male,Classic Chevy,Toyota,Tacoma,Auto,Pale White,53000,Hardtop,Scottsdale
C_CND_009000,11/30/2022,Male,Chrysler Plymouth,Toyota,Sienna,Manual,Black,12000,Passenger,Janesville
C_CND_009001,11/30/2022,Male,Classic Chevy,Toyota,Celica,Auto,Pale White,25000,SUV,Scottsdale
C_CND_009002,11/30/2022,Male,Clay Johnson Auto Sales,Volkswagen,Jetta,Auto,Red,69000,Passenger,Austin
C_CND_009003,11/30/2022,Male,Diehl Motor CO Inc,Toyota,Camry,Manual,Black,34000,Hatchback,Middletown
C_CND_009004,11/30/2022,Male,Enterprise Rent A Car,Mercury,Cougar,Auto,Black,33000,Hatchback,Aurora
C_CND_009005,11/30/2022,Male,Gartner Buick Hyundai Saab,Volkswagen,Jetta,Manual,Pale White,45001,Passenger,Greenville
C_CND_009006,11/30/2022,Male,Chrysler of Tri-Cities,Honda,Passport,Auto,Black,26500,Hardtop,Pasco
C_CND_009007,11/30/2022,Male,New Castle Ford Lincoln Mercury,Saturn,LW,Auto,Pale White,18000,Hatchback,Scottsdale
C_CND_009008,11/30/2022,Male,Pars Auto Sales,Volkswagen,Jetta,Auto,Red,22000,Passenger,Janesville
C_CND_009009,11/30/2022,Male,Clay Johnson Auto Sales,Mercury,Mountaineer,Manual,Red,21000,Hardtop,Austin
C_CND_009010,11/30/2022,Male,Progressive Shippers Cooperative Association No,Volvo,C70,Auto,Black,18000,Hatchback,Austin
C_CND_009011,11/30/2022,Male,Rabun Used Car Sales,BMW,323i,Auto,Red,19000,Hatchback,Middletown
C_CND_009012,11/30/2022,Female,Race Car Help,Mercedes-B,S-Class,Auto,Red,14000,SUV,Aurora
C_CND_009013,11/30/2022,Female,Ryder Truck Rental and Leasing,Lincoln,Town car,Auto,Black,26000,Hatchback,Greenville
C_CND_009014,11/30/2022,Female,Saab-Belle Dodge,Audi,A6,Auto,Black,14000,SUV,Pasco
C_CND_009015,11/30/2022,Male,Scrivener Performance Engineering,BMW,528i,Manual,Pale White,14150,SUV,Scottsdale
C_CND_009016,11/30/2022,Male,Star Enterprises Inc,Mitsubishi,Diamante,Manual,Black,22000,Hatchback,Austin
C_CND_009017,11/30/2022,Male,Suburban Ford,Buick,Park Avenue,Manual,Pale White,23500,Hatchback,Middletown
C_CND_009018,11/30/2022,Male,Diehl Motor CO Inc,Honda,Passport,Manual,Pale White,27000,Hardtop,Middletown
C_CND_009019,11/30/2022,Male,U-Haul CO,Lexus,GS400,Manual,Black,53500,Hatchback,Greenville
C_CND_009020,11/30/2022,Male,Progressive Shippers Cooperative Association No,Acura,RL,Auto,Black,24000,SUV,Pasco
C_CND_009021,12/1/2022,Male,Suburban Ford,Saab,3-Sep,Auto,Black,31001,Sedan,Janesville
C_CND_009022,12/1/2022,Female,Tri-State Mack Inc,Lexus,LS400,Manual,Black,69501,Sedan,Scottsdale
C_CND_009023,12/1/2022,Male,U-Haul CO,Volvo,S80,Manual,Red,25201,Sedan,Austin
C_CND_009024,12/1/2022,Male,Progressive Shippers Cooperative Association No,Lincoln,Continental,Manual,Black,18001,Passenger,Janesville
C_CND_009025,12/1/2022,Male,Rabun Used Car Sales,Lincoln,Continental,Manual,Black,18001,Passenger,Scottsdale
C_CND_009026,12/1/2022,Male,Race Car Help,Dodge,Ram Pickup,Manual,Red,25001,Hatchback,Austin
C_CND_009027,12/1/2022,Male,Ryder Truck Rental and Leasing,Buick,Regal,Auto,Black,19001,Passenger,Middletown
C_CND_009028,12/1/2022,Male,Saab-Belle Dodge,Nissan,Pathfinder,Manual,Black,22001,Hatchback,Aurora
C_CND_009029,12/1/2022,Male,Scrivener Performance Engineering,Chevrolet,Lumina,Manual,Red,12001,Passenger,Greenville
C_CND_009030,12/1/2022,Male,Star Enterprises Inc,Dodge,Ram Pickup,Auto,Red,57201,Hatchback,Pasco
C_CND_009031,12/1/2022,Male,Suburban Ford,Acura,TL,Auto,Red,24001,Hatchback,Janesville
C_CND_009032,12/1/2022,Female,Tri-State Mack Inc,Cadillac,Escalade,Auto,Black,26001,Sedan,Scottsdale
C_CND_009033,12/1/2022,Male,U-Haul CO,Ford,Taurus,Manual,Black,69001,SUV,Austin
C_CND_009034,12/1/2022,Male,Buddy Storbeck's Diesel Service Inc,Mercury,Grand Marquis,Manual,Red,71101,SUV,Middletown
C_CND_009035,12/1/2022,Female,Diehl Motor CO Inc,Nissan,Pathfinder,Manual,Red,11000,Hardtop,Middletown
C_CND_009036,12/1/2022,Male,Enterprise Rent A Car,Chevrolet,Malibu,Manual,Red,82000,Hardtop,Aurora
C_CND_009037,12/1/2022,Male,Classic Chevy,Dodge,Intrepid,Manual,Black,11001,Sedan,Scottsdale
C_CND_009038,12/1/2022,Male,Clay Johnson Auto Sales,Hyundai,Elantra,Manual,Pale White,26001,Sedan,Austin
C_CND_009039,12/1/2022,Male,Diehl Motor CO Inc,Mitsubishi,Diamante,Manual,Red,19001,Hatchback,Middletown
C_CND_009040,12/1/2022,Male,Enterprise Rent A Car,Lexus,GS400,Auto,Pale White,31001,Hatchback,Aurora
C_CND_009041,12/1/2022,Male,Gartner Buick Hyundai Saab,Porsche,Carrera Cabrio,Auto,Pale White,32001,Passenger,Greenville
C_CND_009042,12/1/2022,Male,Hatfield Volkswagen,Dodge,Ram Van,Auto,Red,31001,Hatchback,Pasco
C_CND_009043,12/1/2022,Male,Iceberg Rentals,Mercury,Sable,Manual,Red,61001,Sedan,Janesville
C_CND_009044,12/1/2022,Male,McKinney Dodge Chrysler Jeep,Toyota,Land Cruiser,Auto,Black,21501,SUV,Scottsdale
C_CND_009045,12/1/2022,Male,Motor Vehicle Branch Office,Mercury,Villager,Manual,Pale White,14251,Passenger,Austin
C_CND_009046,12/1/2022,Male,Nebo Chevrolet,Nissan,Frontier,Auto,Pale White,18001,Hatchback,Middletown
C_CND_009047,12/1/2022,Male,New Castle Ford Lincoln Mercury,Acura,RL,Manual,Red,17001,SUV,Aurora
C_CND_009048,12/1/2022,Female,Star Enterprises Inc,Nissan,Pathfinder,Auto,Red,21000,Hardtop,Pasco
C_CND_009049,12/1/2022,Male,Clay Johnson Auto Sales,Pontiac,Grand Prix,Auto,Red,19000,Passenger,Austin
C_CND_009050,12/1/2022,Male,Diehl Motor CO Inc,Mercury,Villager,Auto,Black,28000,Passenger,Middletown
C_CND_009051,12/1/2022,Male,Enterprise Rent A Car,Oldsmobile,Silhouette,Auto,Black,60000,Sedan,Aurora
C_CND_009052,12/1/2022,Male,Gartner Buick Hyundai Saab,Mercury,Cougar,Manual,Red,22000,Hatchback,Greenville
C_CND_009053,12/1/2022,Male,Hatfield Volkswagen,BMW,323i,Auto,Red,22000,Hatchback,Pasco
C_CND_009054,12/1/2022,Male,Iceberg Rentals,Acura,TL,Auto,Black,28000,Hatchback,Janesville
C_CND_009055,12/1/2022,Male,McKinney Dodge Chrysler Jeep,Lexus,GS400,Auto,Pale White,31000,Hatchback,Scottsdale
C_CND_009056,12/1/2022,Male,Motor Vehicle Branch Office,Jeep,Grand Cherokee,Manual,Red,21000,SUV,Austin
C_CND_009057,12/1/2022,Male,Nebo Chevrolet,Mercedes-B,CL500,Manual,Black,22000,SUV,Middletown
C_CND_009058,12/1/2022,Male,New Castle Ford Lincoln Mercury,Volkswagen,Jetta,Auto,Pale White,38000,Passenger,Aurora
C_CND_009059,12/1/2022,Male,Pars Auto Sales,Chrysler,300M,Auto,Black,26000,SUV,Greenville
C_CND_009060,12/1/2022,Male,Pitre Buick-Pontiac-Gmc of Scottsdale,Mercury,Mystique,Auto,Red,29500,Passenger,Pasco
C_CND_009061,12/1/2022,Male,Progressive Shippers Cooperative Association No,Lexus,GS400,Auto,Pale White,31500,Hatchback,Janesville
C_CND_009062,12/1/2022,Male,Rabun Used Car Sales,Ford,Expedition,Auto,Black,26000,SUV,Scottsdale
C_CND_009063,12/1/2022,Male,Hatfield Volkswagen,BMW,528i,Auto,Black,31001,SUV,Pasco
C_CND_009064,12/1/2022,Male,Progressive Shippers Cooperative Association No,Chevrolet,Prizm,Manual,Pale White,21000,Hardtop,Janesville
C_CND_009065,12/1/2022,Male,McKinney Dodge Chrysler Jeep,Chrysler,Town & Country,Manual,Pale White,17000,Sedan,Scottsdale
C_CND_009066,12/1/2022,Male,Motor Vehicle Branch Office,Chevrolet,Camaro,Auto,Pale White,17000,Sedan,Austin
C_CND_009067,12/1/2022,Male,Nebo Chevrolet,Chevrolet,Corvette,Auto,Pale White,25000,SUV,Middletown
C_CND_009068,12/1/2022,Male,New Castle Ford Lincoln Mercury,Pontiac,Sunfire,Manual,Pale White,28500,Sedan,Aurora
C_CND_009069,12/1/2022,Male,Pars Auto Sales,Mercedes-B,S-Class,Auto,Pale White,10050,SUV,Greenville
C_CND_009070,12/1/2022,Male,Scrivener Performance Engineering,Dodge,Ram Pickup,Manual,Pale White,16000,Hardtop,Greenville
C_CND_009071,12/1/2022,Male,Progressive Shippers Cooperative Association No,Mitsubishi,Diamante,Manual,Black,49000,Hatchback,Janesville
C_CND_009072,12/1/2022,Male,Rabun Used Car Sales,Audi,A6,Manual,Black,15000,SUV,Scottsdale
C_CND_009073,12/1/2022,Male,Race Car Help,Nissan,Sentra,Auto,Black,16000,Passenger,Austin
C_CND_009074,12/1/2022,Male,Ryder Truck Rental and Leasing,Saturn,LS,Auto,Pale White,45000,Sedan,Middletown
C_CND_009075,12/1/2022,Male,Saab-Belle Dodge,Plymouth,Neon,Auto,Pale White,27000,SUV,Aurora
C_CND_009076,12/1/2022,Female,Scrivener Performance Engineering,Acura,RL,Manual,Pale White,17600,SUV,Greenville
C_CND_009077,12/1/2022,Male,Rabun Used Car Sales,Chrysler,Cirrus,Manual,Red,24300,Passenger,Janesville
C_CND_009078,12/1/2022,Male,Race Car Help,Chrysler,Cirrus,Auto,Red,12000,Passenger,Scottsdale
C_CND_009079,12/1/2022,Male,Ryder Truck Rental and Leasing,Volvo,V40,Auto,Pale White,18000,SUV,Austin
C_CND_009080,12/1/2022,Male,Saab-Belle Dodge,Buick,Park Avenue,Auto,Pale White,62000,Hatchback,Middletown
C_CND_009081,12/1/2022,Female,Pitre Buick-Pontiac-Gmc of Scottsdale,Mitsubishi,Montero Sport,Auto,Pale White,53000,Hardtop,Pasco
C_CND_009082,12/1/2022,Male,Progressive Shippers Cooperative Association No,Infiniti,I30,Auto,Red,15000,Hardtop,Janesville
C_CND_009083,12/1/2022,Male,Suburban Ford,Jeep,Cherokee,Auto,Pale White,36000,Sedan,Pasco
C_CND_009084,12/1/2022,Male,Tri-State Mack Inc,Mitsubishi,Mirage,Auto,Black,9000,SUV,Janesville
C_CND_009085,12/1/2022,Male,Rabun Used Car Sales,Dodge,Ram Pickup,Manual,Pale White,16000,Hardtop,Scottsdale
C_CND_009086,12/1/2022,Male,Buddy Storbeck's Diesel Service Inc,Oldsmobile,Aurora,Manual,Red,34000,Passenger,Austin
C_CND_009087,12/1/2022,Male,C & M Motors Inc,Buick,Regal,Manual,Red,43000,Passenger,Middletown
C_CND_009088,12/1/2022,Female,Capitol KIA,Ford,Contour,Auto,Pale White,62000,Sedan,Aurora
C_CND_009089,12/1/2022,Male,Chrysler of Tri-Cities,Oldsmobile,Aurora,Manual,Red,34000,Passenger,Greenville
C_CND_009090,12/1/2022,Male,Star Enterprises Inc,Subaru,Forester,Auto,Black,22000,Hardtop,Pasco
C_CND_009091,12/2/2022,Male,C & M Motors Inc,Chevrolet,Metro,Auto,Pale White,19001,Passenger,Aurora
C_CND_009092,12/2/2022,Female,Capitol KIA,Nissan,Quest,Auto,Pale White,32001,SUV,Greenville
C_CND_009093,12/2/2022,Male,Chrysler of Tri-Cities,Oldsmobile,Silhouette,Auto,Black,60001,Sedan,Pasco
C_CND_009094,12/2/2022,Male,Pitre Buick-Pontiac-Gmc of Scottsdale,BMW,528i,Manual,Black,21001,SUV,Pasco
C_CND_009095,12/2/2022,Male,Progressive Shippers Cooperative Association No,Cadillac,Escalade,Auto,Black,28001,Sedan,Janesville
C_CND_009096,12/2/2022,Male,Rabun Used Car Sales,Oldsmobile,Silhouette,Auto,Black,60001,Sedan,Scottsdale
C_CND_009097,12/2/2022,Male,Ryder Truck Rental and Leasing,Dodge,Ram Pickup,Manual,Pale White,21000,Hardtop,Middletown
C_CND_009098,12/2/2022,Male,Ryder Truck Rental and Leasing,Saab,3-Sep,Auto,Black,23000,Sedan,Middletown
C_CND_009099,12/2/2022,Male,U-Haul CO,Cadillac,Seville,Manual,Black,44000,Hardtop,Austin
C_CND_009100,12/2/2022,Male,Star Enterprises Inc,Toyota,Sienna,Manual,Black,16000,Passenger,Pasco
C_CND_009101,12/2/2022,Male,Suburban Ford,Toyota,Corolla,Auto,Red,41000,Passenger,Janesville
C_CND_009102,12/2/2022,Female,Tri-State Mack Inc,Toyota,Camry,Auto,Red,31000,Hatchback,Scottsdale
C_CND_009103,12/2/2022,Male,U-Haul CO,Chrysler,Concorde,Auto,Pale White,46000,Hardtop,Austin
C_CND_009104,12/2/2022,Male,Enterprise Rent A Car,Nissan,Pathfinder,Auto,Pale White,46000,Hardtop,Aurora
C_CND_009105,12/2/2022,Male,Diehl Motor CO Inc,Pontiac,Sunfire,Manual,Red,43000,Sedan,Austin
C_CND_009106,12/3/2022,Male,Chrysler Plymouth,Mercedes-B,SLK,Manual,Pale White,17001,Passenger,Janesville
C_CND_009107,12/3/2022,Male,Classic Chevy,Dodge,Durango,Manual,Pale White,27501,SUV,Scottsdale
C_CND_009108,12/3/2022,Male,Clay Johnson Auto Sales,Pontiac,Grand Am,Auto,Red,19001,SUV,Austin
C_CND_009109,12/3/2022,Male,Diehl Motor CO Inc,Chevrolet,Cavalier,Manual,Pale White,28000,SUV,Middletown
C_CND_009110,12/3/2022,Male,Enterprise Rent A Car,Chevrolet,Metro,Auto,Pale White,12500,Passenger,Aurora
C_CND_009111,12/3/2022,Male,Gartner Buick Hyundai Saab,Saturn,LS,Manual,Pale White,14000,Sedan,Greenville
C_CND_009112,12/3/2022,Male,Hatfield Volkswagen,Volkswagen,Golf,Auto,Red,35000,Hatchback,Pasco
C_CND_009113,12/3/2022,Male,Iceberg Rentals,Lexus,GS400,Auto,Black,12600,Hatchback,Janesville
C_CND_009114,12/3/2022,Male,McKinney Dodge Chrysler Jeep,Chrysler,Concorde,Auto,Black,12000,Hatchback,Austin
C_CND_009115,12/3/2022,Male,Motor Vehicle Branch Office,Chevrolet,Impala,Auto,Black,21000,Hatchback,Austin
C_CND_009116,12/3/2022,Male,Nebo Chevrolet,Subaru,Outback,Auto,Pale White,19000,SUV,Middletown
C_CND_009117,12/3/2022,Female,New Castle Ford Lincoln Mercury,Jeep,Grand Cherokee,Manual,Black,19000,SUV,Aurora
C_CND_009118,12/3/2022,Female,Race Car Help,Hyundai,Sonata,Manual,Red,21001,SUV,Austin
C_CND_009119,12/3/2022,Male,Saab-Belle Dodge,Subaru,Forester,Auto,Black,22000,Hardtop,Aurora
C_CND_009120,12/3/2022,Male,Saab-Belle Dodge,Mercury,Grand Marquis,Auto,Black,9001,SUV,Aurora
C_CND_009121,12/3/2022,Male,Scrivener Performance Engineering,Chevrolet,Cavalier,Manual,Red,20001,SUV,Greenville
C_CND_009122,12/3/2022,Male,Star Enterprises Inc,Nissan,Maxima,Manual,Red,29501,Sedan,Pasco
C_CND_009123,12/3/2022,Male,Scrivener Performance Engineering,Dodge,Caravan,Auto,Red,19000,Hardtop,Greenville
C_CND_009124,12/3/2022,Male,Tri-State Mack Inc,Volkswagen,Jetta,Auto,Black,22001,Passenger,Scottsdale
C_CND_009125,12/3/2022,Male,U-Haul CO,Honda,Accord,Manual,Black,43001,Sedan,Austin
C_CND_009126,12/3/2022,Male,Progressive Shippers Cooperative Association No,BMW,328i,Manual,Red,21001,Sedan,Janesville
C_CND_009127,12/3/2022,Male,Rabun Used Car Sales,Pontiac,Bonneville,Manual,Red,11001,Hatchback,Scottsdale
C_CND_009128,12/3/2022,Female,McKinney Dodge Chrysler Jeep,Cadillac,Seville,Manual,Black,44000,Hardtop,Scottsdale
C_CND_009129,12/3/2022,Male,Ryder Truck Rental and Leasing,Porsche,Boxter,Manual,Red,24001,SUV,Middletown
C_CND_009130,12/3/2022,Male,Scrivener Performance Engineering,Saturn,LW,Manual,Pale White,13000,Hatchback,Greenville
C_CND_009131,12/3/2022,Female,Star Enterprises Inc,Dodge,Durango,Auto,Black,24000,SUV,Pasco
C_CND_009132,12/3/2022,Female,Suburban Ford,Mitsubishi,3000GT,Manual,Red,24000,Sedan,Janesville
C_CND_009133,12/3/2022,Male,Tri-State Mack Inc,Chevrolet,Monte Carlo,Auto,Red,21000,Hatchback,Scottsdale
C_CND_009134,12/3/2022,Male,U-Haul CO,Dodge,Durango,Manual,Black,22500,SUV,Austin
C_CND_009135,12/3/2022,Male,Progressive Shippers Cooperative Association No,Lexus,GS400,Auto,Pale White,31000,Hatchback,Janesville
C_CND_009136,12/3/2022,Male,Rabun Used Car Sales,BMW,528i,Manual,Red,29000,SUV,Scottsdale
C_CND_009137,12/3/2022,Male,Race Car Help,Chevrolet,Camaro,Auto,Black,41000,Sedan,Austin
C_CND_009138,12/3/2022,Female,Ryder Truck Rental and Leasing,Cadillac,Escalade,Auto,Black,26000,Sedan,Middletown
C_CND_009139,12/3/2022,Male,Saab-Belle Dodge,Volkswagen,Passat,Auto,Black,9000,Hatchback,Aurora
C_CND_009140,12/3/2022,Male,Scrivener Performance Engineering,Hyundai,Sonata,Manual,Black,20001,SUV,Greenville
C_CND_009141,12/3/2022,Male,Scrivener Performance Engineering,Mercedes-B,M-Class,Manual,Pale White,41000,Hardtop,Greenville
C_CND_009142,12/3/2022,Male,U-Haul CO,Dodge,Viper,Auto,Pale White,25000,SUV,Austin
C_CND_009143,12/3/2022,Male,Progressive Shippers Cooperative Association No,Mercedes-B,SLK230,Auto,Black,33000,Hatchback,Janesville
C_CND_009144,12/3/2022,Male,Rabun Used Car Sales,Jeep,Grand Cherokee,Auto,Pale White,36000,SUV,Scottsdale
C_CND_009145,12/3/2022,Male,Progressive Shippers Cooperative Association No,Infiniti,I30,Manual,Red,22000,Hardtop,Janesville
C_CND_009146,12/3/2022,Male,Ryder Truck Rental and Leasing,Hyundai,Elantra,Manual,Pale White,26000,Sedan,Middletown
C_CND_009147,12/3/2022,Male,Saab-Belle Dodge,Ford,Windstar,Auto,Red,31000,Sedan,Aurora
C_CND_009148,12/3/2022,Male,Buddy Storbeck's Diesel Service Inc,Volkswagen,Golf,Auto,Pale White,18000,Hardtop,Middletown
C_CND_009149,12/3/2022,Male,Hatfield Volkswagen,Mercury,Mountaineer,Auto,Pale White,21000,Hardtop,Pasco
C_CND_009150,12/3/2022,Male,Suburban Ford,Mercury,Mystique,Auto,Black,9500,Passenger,Janesville
C_CND_009151,12/3/2022,Male,Tri-State Mack Inc,Ford,Explorer,Auto,Red,41000,Hatchback,Scottsdale
C_CND_009152,12/3/2022,Male,McKinney Dodge Chrysler Jeep,Mitsubishi,Montero Sport,Auto,Red,39000,Hardtop,Scottsdale
C_CND_009153,12/3/2022,Male,Buddy Storbeck's Diesel Service Inc,Volkswagen,Golf,Manual,Red,25001,SUV,Middletown
C_CND_009154,12/3/2022,Male,Enterprise Rent A Car,Dodge,Viper,Auto,Red,31000,SUV,Middletown
C_CND_009155,12/3/2022,Male,Gartner Buick Hyundai Saab,Plymouth,Neon,Auto,Black,9000,SUV,Aurora
C_CND_009156,12/3/2022,Male,Hatfield Volkswagen,Porsche,Carrera Cabrio,Manual,Black,22500,Passenger,Greenville
C_CND_009157,12/3/2022,Male,Hatfield Volkswagen,Mercedes-B,SL-Class,Manual,Black,38000,Hardtop,Pasco
C_CND_009158,12/3/2022,Male,Motor Vehicle Branch Office,Porsche,Carrera Coupe,Manual,Black,16000,Hardtop,Austin
C_CND_009159,12/3/2022,Male,Motor Vehicle Branch Office,Mitsubishi,Diamante,Manual,Black,22000,Hatchback,Scottsdale
C_CND_009160,12/3/2022,Male,Pars Auto Sales,Chevrolet,Malibu,Manual,Pale White,41500,Hardtop,Greenville
C_CND_009161,12/3/2022,Male,Pitre Buick-Pontiac-Gmc of Scottsdale,Honda,Passport,Manual,Pale White,27000,Hardtop,Pasco
C_CND_009162,12/3/2022,Male,Pars Auto Sales,Chrysler,300M,Auto,Red,16000,SUV,Scottsdale
C_CND_009163,12/3/2022,Male,Pitre Buick-Pontiac-Gmc of Scottsdale,Plymouth,Prowler,Auto,Red,15000,Hatchback,Austin
C_CND_009164,12/3/2022,Male,Progressive Shippers Cooperative Association No,Volvo,C70,Manual,Black,17250,Hatchback,Middletown
C_CND_009165,12/3/2022,Female,Rabun Used Car Sales,Dodge,Viper,Manual,Black,26000,SUV,Aurora
C_CND_009166,12/4/2022,Male,Pars Auto Sales,Mercedes-B,S-Class,Manual,Black,85200,SUV,Greenville
C_CND_009167,12/4/2022,Male,Pitre Buick-Pontiac-Gmc of Scottsdale,Oldsmobile,Bravada,Auto,Red,19581,Hatchback,Pasco
C_CND_009168,12/4/2022,Female,Progressive Shippers Cooperative Association No,Volkswagen,Beetle,Auto,Red,45501,Hatchback,Janesville
C_CND_009169,12/4/2022,Male,Rabun Used Car Sales,Lexus,ES300,Manual,Black,34001,Hatchback,Austin
C_CND_009170,12/4/2022,Male,Race Car Help,Subaru,Forester,Manual,Red,26001,Hatchback,Austin
C_CND_009171,12/4/2022,Male,Ryder Truck Rental and Leasing,Chevrolet,Metro,Auto,Pale White,19001,Passenger,Middletown
C_CND_009172,12/4/2022,Male,Saab-Belle Dodge,Pontiac,Firebird,Manual,Black,43001,Hatchback,Aurora
C_CND_009173,12/4/2022,Male,Scrivener Performance Engineering,Pontiac,Sunfire,Auto,Black,18000,Sedan,Greenville
C_CND_009174,12/4/2022,Female,Star Enterprises Inc,Dodge,Durango,Auto,Black,19000,SUV,Pasco
C_CND_009175,12/4/2022,Female,Suburban Ford,Jeep,Wrangler,Auto,Black,60500,Hatchback,Janesville
C_CND_009176,12/4/2022,Female,Tri-State Mack Inc,Buick,Regal,Auto,Pale White,46600,Passenger,Scottsdale
C_CND_009177,12/4/2022,Male,U-Haul CO,Oldsmobile,Silhouette,Auto,Black,60000,Sedan,Austin
C_CND_009178,12/4/2022,Male,Progressive Shippers Cooperative Association No,Ford,Explorer,Auto,Pale White,18000,Hatchback,Janesville
C_CND_009179,12/4/2022,Male,Rabun Used Car Sales,Saturn,SL,Auto,Red,20500,SUV,Scottsdale
C_CND_009180,12/4/2022,Female,Race Car Help,Chevrolet,Corvette,Auto,Pale White,25100,SUV,Austin
C_CND_009181,12/4/2022,Male,Ryder Truck Rental and Leasing,Subaru,Forester,Auto,Black,22500,Hatchback,Middletown
C_CND_009182,12/4/2022,Male,Saab-Belle Dodge,Subaru,Outback,Auto,Pale White,19000,SUV,Aurora
C_CND_009183,12/4/2022,Male,Scrivener Performance Engineering,Buick,Park Avenue,Manual,Red,45500,Hatchback,Greenville
C_CND_009184,12/4/2022,Male,Saab-Belle Dodge,Oldsmobile,Intrigue,Manual,Red,37501,SUV,Aurora
C_CND_009185,12/4/2022,Male,Scrivener Performance Engineering,Lincoln,Navigator,Manual,Pale White,33001,Sedan,Greenville
C_CND_009186,12/4/2022,Male,Star Enterprises Inc,Acura,RL,Manual,Black,18001,SUV,Pasco
C_CND_009187,12/4/2022,Male,Suburban Ford,Honda,Accord,Auto,Pale White,21101,Sedan,Janesville
C_CND_009188,12/4/2022,Male,Pars Auto Sales,Dodge,Caravan,Auto,Black,23001,Hardtop,Aurora
C_CND_009189,12/4/2022,Male,Chrysler Plymouth,Nissan,Pathfinder,Auto,Red,21001,Hardtop,Greenville
C_CND_009190,12/4/2022,Female,Tri-State Mack Inc,Volkswagen,Golf,Auto,Pale White,18001,Hardtop,Janesville
C_CND_009191,12/4/2022,Male,Star Enterprises Inc,Pontiac,Firebird,Manual,Black,43001,Hardtop,Janesville
C_CND_009192,12/4/2022,Male,U-Haul CO,Chevrolet,Prizm,Auto,Black,16501,Hardtop,Janesville
